deut006.krn	0	[3, 2, 3, 0, 10, 0, 10, 8, 7, 3, 2, 3, 0, 10, 0, 10, 8, 7, 3, 3, 5, 5, 7, 7, 3, 3, 5, 5, 7, 7, 3, 7, 5, 3, 2, 2, 3]
deut008.krn	3	[4, 4, 4, 4, 2, 4, 4, 0, 4, 4, 4, 4, 2, 4, 4, 0, 2, 2, 0, 11, 0, 2, 0, 11, 9, 7, 4, 4, 4, 4, 2, 4, 4, 0, 4, 4, 4, 4, 2, 4, 4, 0, 2, 2, 0, 11, 2, 2, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 9, 9, 7, 7, 5, 5, 4, 4, 2, 4, 4, 5, 5, 4, 4, 5, 5, 2, 4, 4, 5, 5, 7, 7, 5, 5, 4, 4, 2, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 5, 5, 4, 4, 2, 0, 2, 4, 4, 2, 0, 11, 2, 2, 0]
deut009.krn	1	[5, 10, 9, 10, 0, 2, 10, 10, 2, 0, 2, 3, 3, 5, 5, 2, 3, 3, 7, 7, 5, 5, 3, 3, 2, 5, 5, 3, 3, 2, 0, 2, 3, 3, 0, 2, 3, 3, 5, 5, 3, 3, 2, 0, 2, 3, 3, 2, 3, 3, 5, 5, 3, 3, 2, 2, 0, 0, 10]
deut010.krn	1	[5, 5, 3, 3, 2, 5, 5, 5, 5, 3, 3, 0, 10, 2, 2, 0, 10, 9, 3, 3, 3, 3, 2, 0, 7, 7, 5, 5, 5, 5, 3, 3, 2, 5, 5, 5, 5, 3, 3, 0, 10, 2, 2, 0, 10, 9, 7, 7, 7, 7, 3, 3, 0, 10, 2, 10, 9, 3, 3, 3, 3, 0, 9, 10, 7, 7, 5, 5, 2, 10, 9, 3, 3, 3, 3, 0, 9, 10, 7, 7, 5, 5, 5, 5, 3, 3, 2, 5, 5, 5, 5, 3, 3, 0, 10, 2, 2, 0, 10, 9, 3, 3, 3, 3, 2, 0, 7, 7, 5, 5, 5, 5, 3, 3, 2, 5, 5, 5, 5, 3, 3, 0, 10, 2, 2, 0, 10, 9, 7, 7, 7, 7, 3, 3, 0, 10]
deut011.krn	2	[0, 5, 4, 5, 7, 9, 7, 5, 9, 7, 0, 7, 5, 7, 9, 10, 9, 7, 7, 9, 9, 9, 9, 9, 7, 5, 4, 5, 2, 7, 7, 7, 5, 4, 2, 2, 4, 0, 9, 7, 5, 4, 2, 2, 5, 2, 0, 5, 4, 7, 5]
deut019.krn	15	[7, 0, 2, 4, 4, 5, 5, 7, 7, 7, 7, 5, 5, 5, 5, 4, 4, 2, 2, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 7, 0, 2, 4, 4, 5, 5, 7, 7, 7, 7, 5, 5, 5, 5, 4, 4, 2, 2, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 4, 4, 7, 7, 5, 5, 7, 7, 7, 9, 11, 11, 9, 7, 7, 11, 2, 2, 11, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 2, 7, 7, 7, 7, 7, 7, 7, 5, 5, 4, 4, 4, 4, 2, 2, 4, 4]
deut020.krn	11	[8, 0, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 1, 1, 1, 5, 5, 3, 3, 1, 0, 0, 3, 3, 1, 0, 10, 8, 0, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 1, 1, 1, 5, 5, 3, 3, 1, 0, 0, 3, 3, 1, 0, 10, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 8, 8, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 1, 0, 10, 5, 5, 3, 3, 1, 0, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 8, 8, 5, 5, 5, 5, 3, 3, 3, 3, 8, 8, 1, 0, 10, 5, 5, 3, 3, 1, 10, 8]
deut021.krn	12	[10, 3, 3, 10, 10, 0, 0, 7, 8, 5, 10, 10, 3, 3, 3, 3, 3, 3, 3, 7, 8, 5, 10, 10, 3, 3, 3, 7, 7, 5, 5, 3, 3, 5, 5, 2, 2, 3, 7, 3, 7, 3, 7, 3, 5, 5, 2, 2, 3, 7, 7, 10, 10, 8, 8, 7, 10, 8, 8, 5, 5, 7, 10, 7, 10, 7, 10, 10, 8, 8, 5, 5, 7]
deut022.krn	0	[10, 7, 8, 10, 5, 5, 3, 3, 2, 0, 2, 3, 3, 2, 2, 2, 3, 3, 2, 7, 7, 5, 5, 5, 5, 3, 3, 0, 2, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 3, 3, 3, 3, 2, 0, 2, 3, 3, 7, 7, 0, 10, 10, 8, 5, 7, 3]
deut026.krn	0	[3, 7, 10, 3, 7, 10, 3, 10, 3, 7, 7, 5, 3, 2, 3, 0, 5, 10, 10, 8, 7, 5, 5, 3, 2, 3, 7, 10, 10, 0, 8, 7, 5, 3, 5, 7, 5, 3, 3, 3, 2, 0, 2, 3]
deut027.krn	1	[10, 5, 5, 5, 5, 5, 5, 0, 2, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 7, 7, 5, 5, 2, 3, 3, 7, 7, 0, 3, 3, 2, 5, 5, 10, 2, 0, 2, 3, 3, 5, 7, 9, 10]
deut031.krn	11	[3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 5, 5, 5, 5, 8, 8, 5, 5, 3, 3, 0, 1, 1, 1, 0, 1, 3, 3, 3, 3, 1, 0, 10, 10, 10, 7, 10, 0, 0, 0, 1, 0, 10, 3, 3, 3, 3, 5, 5, 5, 5, 7, 7, 8, 8, 5, 5, 3, 3, 0, 3, 3, 1, 10, 7, 8]
deut032.krn	0	[10, 3, 7, 5, 3, 2, 3, 5, 7, 5, 5, 5, 3, 2, 0, 10, 10, 10, 2, 5, 5, 5, 7, 8, 7, 5, 8, 7, 5, 3, 5, 2, 2, 3]
deut034.krn	11	[3, 8, 8, 0, 10, 8, 10, 10, 10, 1, 0, 10, 5, 5, 5, 8, 7, 5, 0, 3, 3, 3, 3, 1, 5, 5, 5, 5, 1, 1, 1, 0, 3, 3, 0, 0, 0, 10, 0, 0, 1, 3, 3, 5, 5, 3, 3, 3, 3, 1, 5, 5, 5, 5, 1, 1, 1, 0, 3, 3, 0, 0, 0, 10, 1, 1, 7, 8]
deut035.krn	1	[2, 3, 3, 5, 5, 5, 5, 2, 3, 3, 5, 5, 10, 10, 5, 5, 2, 2, 0, 10, 2, 0, 0, 0, 0, 5, 5, 0, 9, 10, 0, 0, 0, 5, 5, 0, 5, 5, 7, 7, 9, 9, 10, 10, 9, 9, 7, 7, 7, 7, 5, 5, 5, 5, 2, 3, 3, 5, 5, 5, 5, 2, 3, 3, 5, 5, 10, 10, 5, 5, 2, 2, 0, 10]
deut036.krn	11	[8, 0, 1, 3, 3, 8, 8, 7, 7, 5, 5, 3, 3, 8, 0, 8, 5, 5, 3, 3, 3, 3, 7, 10, 7, 5, 5, 3, 3, 3, 3, 8, 0, 8, 0, 1, 3, 3, 0, 0, 10, 10, 8, 8, 8, 8, 8, 0, 8, 5, 5, 3, 3, 3, 3, 7, 10, 7, 5, 5, 3, 3, 8, 8, 5, 5, 3, 3, 3, 3, 7, 10, 7, 5, 5, 3, 3, 3, 3, 8, 0, 8, 5, 5, 3, 3, 3, 3, 7, 10, 7, 5, 5, 3, 3, 3, 3, 8, 8, 3, 3, 0, 1, 3, 3, 0, 0, 10, 10, 8, 8, 8, 8, 8, 0, 8, 5, 5, 3, 3, 3, 3, 7, 10, 7, 5, 5, 3, 3, 8]
deut043.krn	11	[3, 8, 10, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 8, 8, 7, 7, 5, 5, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 0, 0, 3, 3, 3, 3, 0, 8, 10, 0, 3, 3, 3, 3, 0, 8, 10, 8]
deut046.krn	11	[8, 3, 3, 8, 10, 10, 1, 0, 1, 5, 5, 0, 3, 3, 10, 1, 5, 10, 7, 8, 3, 3, 1, 10, 8, 3, 3, 8, 10, 10, 1, 0, 1, 5, 5, 0, 3, 3, 10, 1, 5, 10, 7, 8, 3, 3, 3, 3, 3, 3, 3, 1, 0, 10, 8, 5, 5, 1, 10, 8, 7, 5, 3, 8, 3, 3, 8, 10, 10, 1, 0, 1, 5, 0, 3, 10, 1, 5, 10, 7, 8]
deut047.krn	0	[10, 3, 3, 3, 3, 7, 10, 7, 5, 3, 2, 5, 3, 0, 0, 3, 10, 8, 7, 10, 3, 3, 5, 3, 5, 7, 5, 3, 3, 5, 5, 5, 5, 7, 5, 3, 2, 2, 3, 5, 5, 5, 7, 5, 3, 2, 10, 3, 3, 5, 3, 5, 7, 5, 3]
