han0728.krn	3	[0, 8, 5, 3, 3, 5, 8, 3, 3, 5, 8, 8, 0, 3, 3, 0, 3, 3, 8, 3, 3, 3, 3, 10]
han0617.krn	5	[0, 0, 10, 5, 5, 7, 10, 5, 5, 0, 0, 10, 7, 0, 7, 5, 7, 10, 0, 0, 10, 0, 10, 7, 7, 2, 0, 10, 10, 7, 0, 7, 5]
han1161.krn	8	[3, 3, 3, 3, 5, 5, 1, 1, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 10, 10, 3, 3, 1, 1, 10, 8, 10, 1, 3, 3, 5, 5, 5, 5, 3, 3, 5, 5, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 10, 10, 3, 3, 3, 3, 3, 3, 1, 10, 3, 3, 1, 10, 10]
han0608.krn	7	[4, 4, 7, 7, 9, 9, 7, 7, 9, 9, 7, 7, 4, 4, 2, 4, 4, 7, 7, 4, 4, 2, 4, 4, 2, 0, 9, 0, 9, 4, 4, 4, 4, 7, 7, 9, 9, 9, 9, 7, 7, 0, 7, 7, 4, 4, 2, 4, 4, 0, 4, 4, 2, 0, 9, 7, 7, 4, 4, 7, 7, 9, 9, 7, 7, 9, 9, 7, 7, 4, 4, 2, 4, 4, 0, 4, 4, 2, 4, 4, 2, 2, 0, 9, 4, 4, 2, 4, 4, 2, 0, 9, 7, 9, 9, 0, 9, 0, 2, 4, 4, 0, 2, 0, 9, 7]
han0661.krn	5	[2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 10, 0, 2, 5, 5, 2, 0, 2, 5, 7, 10, 5, 5, 10, 7, 10, 10, 10, 7, 10, 10, 7, 10, 2, 7, 5, 5, 2, 0, 10, 0, 0, 2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 2, 0, 10, 0, 0, 2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 10, 0, 2, 5, 5, 2, 0, 2, 5, 7, 10, 5, 5, 10, 7, 10, 10, 10, 7, 10, 10, 7, 10, 2, 7, 5, 5, 2, 0, 10, 0, 0, 2, 10, 0, 0, 2, 10, 0, 0, 10, 2, 0, 0, 10, 0, 2, 5, 5, 2, 0, 2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 2, 10, 0, 2, 10, 0, 10, 2, 0, 0, 10, 0, 2, 5, 5, 0, 2, 5, 7, 10, 5, 5, 10, 7, 10, 10, 10, 7, 10, 10, 7, 10, 2, 7, 5, 5]
han0664.krn	10	[0, 0, 3, 3, 5, 5, 3, 3, 0, 10, 0, 0, 3, 3, 5, 5, 5, 5, 3, 3, 0, 10, 3, 3, 5, 5, 3, 3, 0, 10, 10, 10, 7, 7, 5, 5, 5, 5, 10, 0, 3, 3, 0, 10, 0, 0, 3, 3, 3, 3, 0, 10, 10, 10, 0, 5, 5, 5, 5, 3, 3, 0, 10, 5, 5, 5, 5, 3, 3, 0, 10, 10]
han0880.krn	0	[0, 0, 0, 0, 0, 2, 5, 5, 7, 7, 7, 7, 7, 7, 5, 5, 2, 5, 5, 0, 2, 9, 0, 0, 5, 5, 2, 0, 9, 9, 7, 5, 5, 0, 5, 5, 7, 9, 0, 2, 5, 5, 9, 0, 2, 5, 5, 2, 0, 2, 5, 5, 2, 0, 9, 7, 9, 0, 5, 5, 7, 9, 5]
han0102.krn	8	[3, 3, 3, 1, 1, 1, 1, 10, 10, 3, 3, 3, 1, 1, 3, 3, 3, 5, 5, 5, 3, 3, 3, 8, 8, 8, 5, 5, 5, 3, 3, 3, 1, 1, 10, 10, 8, 8, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 10, 10, 3, 3, 3, 1, 1, 10, 10, 8, 8, 10, 10, 5, 5, 5, 5, 5, 5, 3, 3, 3, 10, 10, 1, 1, 10, 10, 8, 8, 10, 10, 1, 1, 1, 1, 10, 10, 1, 1, 3, 3, 3, 5, 5, 5, 3, 3, 3, 8, 8, 8, 5, 5, 5, 3, 3, 3, 1, 1, 10, 10, 8, 8, 10, 10, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 10, 10, 3, 3, 3, 1, 1, 10, 10, 8, 8, 10, 10, 5, 5, 5, 5, 5, 5, 3, 3, 3, 10, 10, 3, 3, 3, 1, 1, 10, 10, 8, 8, 10, 10]
han0505.krn	7	[0, 0, 2, 4, 4, 7, 7, 9, 9, 7, 7, 4, 4, 2, 0, 0, 2, 4, 4, 7, 7, 4, 4, 2, 0, 2, 4, 4, 7, 7, 4, 4, 2, 0, 2, 0, 0, 0, 2, 4, 4, 7, 7, 9, 9, 7, 7, 4, 4, 2, 0, 0, 2, 4, 4, 7, 7, 4, 4, 2, 0, 2, 4, 4, 7, 7, 4, 4, 2, 0, 2, 0]
han0268.krn	3	[3, 3, 5, 5, 10, 10, 5, 5, 3, 3, 0, 0, 10, 0, 0, 8, 5, 5, 0, 8, 5, 3, 3, 5, 5, 10, 10, 5, 5, 3, 3, 0, 0, 10, 0, 0, 8, 5, 5, 3, 3, 8, 10]
han0508.krn	6	[11, 1, 6, 6, 3, 3, 1, 3, 3, 1, 11, 1, 6, 6, 3, 3, 1, 3, 3, 1, 11, 1, 3, 3, 1, 3, 3, 11, 11, 8, 11, 11, 1, 11, 8, 6, 8, 6, 3, 6, 8, 11, 8, 6, 6, 8, 6, 3, 6, 8, 6, 8, 3, 3, 1]
han0690.krn	5	[7, 5, 7, 10, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 10, 0, 2, 0, 2, 0, 10, 7, 5, 0, 10, 7, 10, 0, 5, 7, 10, 10, 7, 5]
han0296.krn	2	[4, 4, 7, 7, 4, 4, 2, 11, 9, 11, 2, 7, 7, 4, 4, 7, 7, 4, 4, 2, 11, 9, 11, 2, 2, 4, 4, 7, 7, 9, 9, 7, 7, 4, 4, 2, 4, 4, 7, 7, 4, 4, 2, 11, 9, 11, 2, 2, 4, 4, 7, 7, 9, 9, 7, 7, 4, 4, 2, 11, 2, 4, 4, 2, 4, 4, 7, 7, 2, 7, 7, 7, 7, 4, 4, 4, 4, 2, 11, 2, 4, 4, 11, 2, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 2, 11, 2, 4, 4, 11, 2, 9, 9, 11, 2, 9, 9, 11, 2, 9, 11, 2, 7, 7, 4, 4, 2, 9, 11, 2, 9, 7, 4, 7, 7, 7, 7, 7, 4, 4, 7, 7, 4, 4, 2, 11, 2, 4, 4, 11, 2, 7, 7, 7, 7, 4, 4, 7, 7, 4, 4, 2, 11, 2, 4, 4, 11, 2, 11, 2, 4, 4, 11, 2, 11, 2, 4, 4, 11, 2, 9, 11, 9, 7, 9, 11, 9, 7, 9, 11, 9, 7, 9, 11, 9, 7, 9, 11, 9, 7, 9, 11, 9, 7, 9, 9, 9, 11, 2, 9, 9, 11, 2, 9, 11, 2, 7, 7, 4, 4, 2, 9, 11, 2, 9, 7, 4, 7]
